image_id,source_image,source_suffix,corruption,severity,corruption_seed,corrupted_filename
000132,/root/autodl-tmp/helmet_yolo_v10/images/train/000132.jpg,.jpg,frost,2,4251988070,000132__A1C__frost__s2.png
000133,/root/autodl-tmp/helmet_yolo_v10/images/train/000133.jpg,.jpg,glass_blur,1,2465569329,000133__A1C__glass_blur__s1.png
000134,/root/autodl-tmp/helmet_yolo_v10/images/train/000134.jpg,.jpg,defocus_blur,3,182300844,000134__A1C__defocus_blur__s3.png
000138,/root/autodl-tmp/helmet_yolo_v10/images/train/000138.jpg,.jpg,jpeg_compression,1,4163998237,000138__A1C__jpeg_compression__s1.png
000139,/root/autodl-tmp/helmet_yolo_v10/images/train/000139.jpg,.jpg,shot_noise,2,937080677,000139__A1C__shot_noise__s2.png
000141,/root/autodl-tmp/helmet_yolo_v10/images/train/000141.jpg,.jpg,jpeg_compression,1,1834214909,000141__A1C__jpeg_compression__s1.png
000143,/root/autodl-tmp/helmet_yolo_v10/images/train/000143.jpg,.jpg,brightness,2,1819133289,000143__A1C__brightness__s2.png
000145,/root/autodl-tmp/helmet_yolo_v10/images/train/000145.jpg,.jpg,pixelate,2,3860879774,000145__A1C__pixelate__s2.png
000146,/root/autodl-tmp/helmet_yolo_v10/images/train/000146.jpg,.jpg,frost,2,2255940012,000146__A1C__frost__s2.png
000147,/root/autodl-tmp/helmet_yolo_v10/images/train/000147.jpg,.jpg,jpeg_compression,2,2948447994,000147__A1C__jpeg_compression__s2.png
000148,/root/autodl-tmp/helmet_yolo_v10/images/train/000148.jpg,.jpg,glass_blur,3,4201753607,000148__A1C__glass_blur__s3.png
000150,/root/autodl-tmp/helmet_yolo_v10/images/train/000150.jpg,.jpg,defocus_blur,2,2119395801,000150__A1C__defocus_blur__s2.png
000151,/root/autodl-tmp/helmet_yolo_v10/images/train/000151.jpg,.jpg,snow,1,3575625634,000151__A1C__snow__s1.png
000154,/root/autodl-tmp/helmet_yolo_v10/images/train/000154.jpg,.jpg,shot_noise,3,327823513,000154__A1C__shot_noise__s3.png
000155,/root/autodl-tmp/helmet_yolo_v10/images/train/000155.jpg,.jpg,defocus_blur,3,3103038720,000155__A1C__defocus_blur__s3.png
000156,/root/autodl-tmp/helmet_yolo_v10/images/train/000156.jpg,.jpg,pixelate,2,2542462904,000156__A1C__pixelate__s2.png
000157,/root/autodl-tmp/helmet_yolo_v10/images/train/000157.jpg,.jpg,jpeg_compression,3,3176155512,000157__A1C__jpeg_compression__s3.png
000158,/root/autodl-tmp/helmet_yolo_v10/images/train/000158.jpg,.jpg,snow,1,1424300460,000158__A1C__snow__s1.png
000159,/root/autodl-tmp/helmet_yolo_v10/images/train/000159.jpg,.jpg,gaussian_noise,2,2847013694,000159__A1C__gaussian_noise__s2.png
000160,/root/autodl-tmp/helmet_yolo_v10/images/train/000160.jpg,.jpg,shot_noise,2,2225299768,000160__A1C__shot_noise__s2.png
000162,/root/autodl-tmp/helmet_yolo_v10/images/train/000162.jpg,.jpg,snow,3,237333304,000162__A1C__snow__s3.png
000166,/root/autodl-tmp/helmet_yolo_v10/images/train/000166.jpg,.jpg,contrast,2,2442448210,000166__A1C__contrast__s2.png
000169,/root/autodl-tmp/helmet_yolo_v10/images/train/000169.jpg,.jpg,brightness,3,3131739001,000169__A1C__brightness__s3.png
000171,/root/autodl-tmp/helmet_yolo_v10/images/train/000171.jpg,.jpg,fog,1,1871678048,000171__A1C__fog__s1.png
000173,/root/autodl-tmp/helmet_yolo_v10/images/train/000173.jpg,.jpg,brightness,1,1791654066,000173__A1C__brightness__s1.png
000174,/root/autodl-tmp/helmet_yolo_v10/images/train/000174.jpg,.jpg,shot_noise,1,1977205912,000174__A1C__shot_noise__s1.png
000175,/root/autodl-tmp/helmet_yolo_v10/images/train/000175.jpg,.jpg,contrast,1,3699202399,000175__A1C__contrast__s1.png
000176,/root/autodl-tmp/helmet_yolo_v10/images/train/000176.jpg,.jpg,impulse_noise,2,2443612296,000176__A1C__impulse_noise__s2.png
000177,/root/autodl-tmp/helmet_yolo_v10/images/train/000177.jpg,.jpg,frost,2,4039950462,000177__A1C__frost__s2.png
000179,/root/autodl-tmp/helmet_yolo_v10/images/train/000179.jpg,.jpg,zoom_blur,1,3638002642,000179__A1C__zoom_blur__s1.png
000180,/root/autodl-tmp/helmet_yolo_v10/images/train/000180.jpg,.jpg,impulse_noise,2,883941130,000180__A1C__impulse_noise__s2.png
000181,/root/autodl-tmp/helmet_yolo_v10/images/train/000181.jpg,.jpg,brightness,2,3429820032,000181__A1C__brightness__s2.png
000183,/root/autodl-tmp/helmet_yolo_v10/images/train/000183.jpg,.jpg,contrast,1,2793148582,000183__A1C__contrast__s1.png
000184,/root/autodl-tmp/helmet_yolo_v10/images/train/000184.jpg,.jpg,gaussian_noise,1,3904503426,000184__A1C__gaussian_noise__s1.png
000186,/root/autodl-tmp/helmet_yolo_v10/images/train/000186.jpg,.jpg,fog,3,3859263365,000186__A1C__fog__s3.png
000187,/root/autodl-tmp/helmet_yolo_v10/images/train/000187.jpg,.jpg,glass_blur,3,898903136,000187__A1C__glass_blur__s3.png
000190,/root/autodl-tmp/helmet_yolo_v10/images/train/000190.jpg,.jpg,brightness,2,3973658507,000190__A1C__brightness__s2.png
000191,/root/autodl-tmp/helmet_yolo_v10/images/train/000191.jpg,.jpg,brightness,1,267174149,000191__A1C__brightness__s1.png
000193,/root/autodl-tmp/helmet_yolo_v10/images/train/000193.jpg,.jpg,zoom_blur,1,300995368,000193__A1C__zoom_blur__s1.png
000195,/root/autodl-tmp/helmet_yolo_v10/images/train/000195.jpg,.jpg,jpeg_compression,2,1145423615,000195__A1C__jpeg_compression__s2.png
000196,/root/autodl-tmp/helmet_yolo_v10/images/train/000196.jpg,.jpg,glass_blur,2,1535028757,000196__A1C__glass_blur__s2.png
000198,/root/autodl-tmp/helmet_yolo_v10/images/train/000198.jpg,.jpg,fog,3,3294511993,000198__A1C__fog__s3.png
000200,/root/autodl-tmp/helmet_yolo_v10/images/train/000200.jpg,.jpg,brightness,2,675564271,000200__A1C__brightness__s2.png
000201,/root/autodl-tmp/helmet_yolo_v10/images/train/000201.jpg,.jpg,defocus_blur,3,2515131093,000201__A1C__defocus_blur__s3.png
000203,/root/autodl-tmp/helmet_yolo_v10/images/train/000203.jpg,.jpg,glass_blur,1,554711152,000203__A1C__glass_blur__s1.png
000204,/root/autodl-tmp/helmet_yolo_v10/images/train/000204.jpg,.jpg,motion_blur,3,724992086,000204__A1C__motion_blur__s3.png
000206,/root/autodl-tmp/helmet_yolo_v10/images/train/000206.jpg,.jpg,shot_noise,1,2939755076,000206__A1C__shot_noise__s1.png
000207,/root/autodl-tmp/helmet_yolo_v10/images/train/000207.jpg,.jpg,jpeg_compression,3,3386525338,000207__A1C__jpeg_compression__s3.png
000209,/root/autodl-tmp/helmet_yolo_v10/images/train/000209.jpg,.jpg,frost,2,2724852202,000209__A1C__frost__s2.png
000210,/root/autodl-tmp/helmet_yolo_v10/images/train/000210.jpg,.jpg,fog,3,3598825452,000210__A1C__fog__s3.png
000211,/root/autodl-tmp/helmet_yolo_v10/images/train/000211.jpg,.jpg,impulse_noise,1,732453169,000211__A1C__impulse_noise__s1.png
000212,/root/autodl-tmp/helmet_yolo_v10/images/train/000212.jpg,.jpg,glass_blur,2,1033689816,000212__A1C__glass_blur__s2.png
000213,/root/autodl-tmp/helmet_yolo_v10/images/train/000213.jpg,.jpg,zoom_blur,3,3812254099,000213__A1C__zoom_blur__s3.png
000214,/root/autodl-tmp/helmet_yolo_v10/images/train/000214.jpg,.jpg,glass_blur,1,1742515741,000214__A1C__glass_blur__s1.png
000215,/root/autodl-tmp/helmet_yolo_v10/images/train/000215.jpg,.jpg,defocus_blur,2,912603018,000215__A1C__defocus_blur__s2.png
000216,/root/autodl-tmp/helmet_yolo_v10/images/train/000216.jpg,.jpg,glass_blur,1,1289006155,000216__A1C__glass_blur__s1.png
000217,/root/autodl-tmp/helmet_yolo_v10/images/train/000217.jpg,.jpg,brightness,1,1385136428,000217__A1C__brightness__s1.png
000219,/root/autodl-tmp/helmet_yolo_v10/images/train/000219.jpg,.jpg,brightness,2,958672153,000219__A1C__brightness__s2.png
000220,/root/autodl-tmp/helmet_yolo_v10/images/train/000220.jpg,.jpg,glass_blur,3,3728700103,000220__A1C__glass_blur__s3.png
000221,/root/autodl-tmp/helmet_yolo_v10/images/train/000221.jpg,.jpg,frost,2,2637837546,000221__A1C__frost__s2.png
000223,/root/autodl-tmp/helmet_yolo_v10/images/train/000223.jpg,.jpg,frost,2,3341564185,000223__A1C__frost__s2.png
000224,/root/autodl-tmp/helmet_yolo_v10/images/train/000224.jpg,.jpg,defocus_blur,1,2436543014,000224__A1C__defocus_blur__s1.png
000225,/root/autodl-tmp/helmet_yolo_v10/images/train/000225.jpg,.jpg,glass_blur,1,3011789569,000225__A1C__glass_blur__s1.png
000226,/root/autodl-tmp/helmet_yolo_v10/images/train/000226.jpg,.jpg,motion_blur,1,3644318997,000226__A1C__motion_blur__s1.png
000227,/root/autodl-tmp/helmet_yolo_v10/images/train/000227.jpg,.jpg,contrast,2,4044506429,000227__A1C__contrast__s2.png
000228,/root/autodl-tmp/helmet_yolo_v10/images/train/000228.jpg,.jpg,glass_blur,2,821944565,000228__A1C__glass_blur__s2.png
000229,/root/autodl-tmp/helmet_yolo_v10/images/train/000229.jpg,.jpg,brightness,2,2920202430,000229__A1C__brightness__s2.png
000231,/root/autodl-tmp/helmet_yolo_v10/images/train/000231.jpg,.jpg,gaussian_noise,2,1014862919,000231__A1C__gaussian_noise__s2.png
000232,/root/autodl-tmp/helmet_yolo_v10/images/train/000232.jpg,.jpg,fog,3,743370901,000232__A1C__fog__s3.png
000233,/root/autodl-tmp/helmet_yolo_v10/images/train/000233.jpg,.jpg,frost,1,2859986844,000233__A1C__frost__s1.png
000235,/root/autodl-tmp/helmet_yolo_v10/images/train/000235.jpg,.jpg,impulse_noise,3,834185808,000235__A1C__impulse_noise__s3.png
000236,/root/autodl-tmp/helmet_yolo_v10/images/train/000236.jpg,.jpg,pixelate,3,2768352383,000236__A1C__pixelate__s3.png
000237,/root/autodl-tmp/helmet_yolo_v10/images/train/000237.jpg,.jpg,frost,3,3193076152,000237__A1C__frost__s3.png
000238,/root/autodl-tmp/helmet_yolo_v10/images/train/000238.jpg,.jpg,defocus_blur,3,3315120183,000238__A1C__defocus_blur__s3.png
000240,/root/autodl-tmp/helmet_yolo_v10/images/train/000240.jpg,.jpg,jpeg_compression,1,3663402596,000240__A1C__jpeg_compression__s1.png
000241,/root/autodl-tmp/helmet_yolo_v10/images/train/000241.jpg,.jpg,snow,1,148956598,000241__A1C__snow__s1.png
000243,/root/autodl-tmp/helmet_yolo_v10/images/train/000243.jpg,.jpg,jpeg_compression,2,438765237,000243__A1C__jpeg_compression__s2.png
000245,/root/autodl-tmp/helmet_yolo_v10/images/train/000245.jpg,.jpg,motion_blur,1,2183039254,000245__A1C__motion_blur__s1.png
000246,/root/autodl-tmp/helmet_yolo_v10/images/train/000246.jpg,.jpg,jpeg_compression,3,3793812701,000246__A1C__jpeg_compression__s3.png
000247,/root/autodl-tmp/helmet_yolo_v10/images/train/000247.jpg,.jpg,zoom_blur,1,3509470729,000247__A1C__zoom_blur__s1.png
000248,/root/autodl-tmp/helmet_yolo_v10/images/train/000248.jpg,.jpg,shot_noise,2,2361316087,000248__A1C__shot_noise__s2.png
000249,/root/autodl-tmp/helmet_yolo_v10/images/train/000249.jpg,.jpg,impulse_noise,2,350272935,000249__A1C__impulse_noise__s2.png
000252,/root/autodl-tmp/helmet_yolo_v10/images/train/000252.jpg,.jpg,jpeg_compression,3,2059316179,000252__A1C__jpeg_compression__s3.png
000253,/root/autodl-tmp/helmet_yolo_v10/images/train/000253.jpg,.jpg,contrast,3,102259151,000253__A1C__contrast__s3.png
000254,/root/autodl-tmp/helmet_yolo_v10/images/train/000254.jpg,.jpg,glass_blur,1,1963124099,000254__A1C__glass_blur__s1.png
000256,/root/autodl-tmp/helmet_yolo_v10/images/train/000256.jpg,.jpg,defocus_blur,2,2494769882,000256__A1C__defocus_blur__s2.png
000257,/root/autodl-tmp/helmet_yolo_v10/images/train/000257.jpg,.jpg,impulse_noise,2,205814372,000257__A1C__impulse_noise__s2.png
000258,/root/autodl-tmp/helmet_yolo_v10/images/train/000258.jpg,.jpg,contrast,2,1154649010,000258__A1C__contrast__s2.png
000259,/root/autodl-tmp/helmet_yolo_v10/images/train/000259.jpg,.jpg,snow,3,3565042484,000259__A1C__snow__s3.png
000260,/root/autodl-tmp/helmet_yolo_v10/images/train/000260.jpg,.jpg,motion_blur,2,863033052,000260__A1C__motion_blur__s2.png
000262,/root/autodl-tmp/helmet_yolo_v10/images/train/000262.jpg,.jpg,contrast,1,3201082397,000262__A1C__contrast__s1.png
000263,/root/autodl-tmp/helmet_yolo_v10/images/train/000263.jpg,.jpg,impulse_noise,1,3665121641,000263__A1C__impulse_noise__s1.png
000264,/root/autodl-tmp/helmet_yolo_v10/images/train/000264.jpg,.jpg,fog,2,4085498049,000264__A1C__fog__s2.png
000266,/root/autodl-tmp/helmet_yolo_v10/images/train/000266.jpg,.jpg,defocus_blur,2,3229773603,000266__A1C__defocus_blur__s2.png
000267,/root/autodl-tmp/helmet_yolo_v10/images/train/000267.jpg,.jpg,shot_noise,3,240194515,000267__A1C__shot_noise__s3.png
000268,/root/autodl-tmp/helmet_yolo_v10/images/train/000268.jpg,.jpg,fog,2,1458243077,000268__A1C__fog__s2.png
000269,/root/autodl-tmp/helmet_yolo_v10/images/train/000269.jpg,.jpg,zoom_blur,3,3488545234,000269__A1C__zoom_blur__s3.png
000270,/root/autodl-tmp/helmet_yolo_v10/images/train/000270.jpg,.jpg,glass_blur,1,861597857,000270__A1C__glass_blur__s1.png
000272,/root/autodl-tmp/helmet_yolo_v10/images/train/000272.jpg,.jpg,snow,3,1882453286,000272__A1C__snow__s3.png
000274,/root/autodl-tmp/helmet_yolo_v10/images/train/000274.jpg,.jpg,motion_blur,2,3579771450,000274__A1C__motion_blur__s2.png
000276,/root/autodl-tmp/helmet_yolo_v10/images/train/000276.jpg,.jpg,jpeg_compression,1,2887376468,000276__A1C__jpeg_compression__s1.png
000277,/root/autodl-tmp/helmet_yolo_v10/images/train/000277.jpg,.jpg,pixelate,1,3820056433,000277__A1C__pixelate__s1.png
000278,/root/autodl-tmp/helmet_yolo_v10/images/train/000278.jpg,.jpg,zoom_blur,3,4268960300,000278__A1C__zoom_blur__s3.png
000281,/root/autodl-tmp/helmet_yolo_v10/images/train/000281.jpg,.jpg,contrast,2,933849443,000281__A1C__contrast__s2.png
000282,/root/autodl-tmp/helmet_yolo_v10/images/train/000282.jpg,.jpg,snow,1,2537110073,000282__A1C__snow__s1.png
000284,/root/autodl-tmp/helmet_yolo_v10/images/train/000284.jpg,.jpg,glass_blur,3,4213833788,000284__A1C__glass_blur__s3.png
000286,/root/autodl-tmp/helmet_yolo_v10/images/train/000286.jpg,.jpg,glass_blur,1,189872378,000286__A1C__glass_blur__s1.png
000287,/root/autodl-tmp/helmet_yolo_v10/images/train/000287.jpg,.jpg,gaussian_noise,2,2482965177,000287__A1C__gaussian_noise__s2.png
000288,/root/autodl-tmp/helmet_yolo_v10/images/train/000288.jpg,.jpg,shot_noise,3,737011283,000288__A1C__shot_noise__s3.png
